kind,model,window,q_true_um,noise_sd_fraction,baseline_slope_fraction,replicate,phase_rad,q_est_um,status,relative_error,recovery_threshold,pass_recovery,runtime_s,cycles_true,seed
synthetic,B,W1,5.0,0.0,0.0,1,1.2798965131339208,6.721366879454916,OK_CONDITIONAL,0.34427337589098317,2.0,True,0.006205600016983226,1.0,20260907
synthetic,F,W1,5.0,0.0,0.0,1,1.2798965131339208,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00026870000874623656,1.0,20260907
synthetic,P,W1,5.0,0.0,0.0,1,1.2798965131339208,,BOUNDARY_SOLUTION,,2.0,False,0.023146599996834993,1.0,20260907
synthetic,B,W1,5.0,0.0,0.0,2,4.758068392302423,6.83832007077733,OK_CONDITIONAL,0.367664014155466,2.0,True,0.00018579998868517578,1.0,20260907
synthetic,F,W1,5.0,0.0,0.0,2,4.758068392302423,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00029930000891909003,1.0,20260907
synthetic,P,W1,5.0,0.0,0.0,2,4.758068392302423,,BOUNDARY_SOLUTION,,2.0,False,0.021818600012920797,1.0,20260907
synthetic,B,W1,5.0,0.0,0.1,1,2.2628319916482202,8.413065101402111,OK_CONDITIONAL,0.6826130202804223,2.0,True,0.00014260000898502767,1.0,20260907
synthetic,F,W1,5.0,0.0,0.1,1,2.2628319916482202,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00015930001973174512,1.0,20260907
synthetic,P,W1,5.0,0.0,0.1,1,2.2628319916482202,,BOUNDARY_SOLUTION,,2.0,False,0.02236200001789257,1.0,20260907
synthetic,B,W1,5.0,0.0,0.1,2,2.7283564986875803,8.543825213439291,OK_CONDITIONAL,0.7087650426878582,2.0,True,0.0001666000171098858,1.0,20260907
synthetic,F,W1,5.0,0.0,0.1,2,2.7283564986875803,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00017189999925903976,1.0,20260907
synthetic,P,W1,5.0,0.0,0.1,2,2.7283564986875803,,BOUNDARY_SOLUTION,,2.0,False,0.022309199994197115,1.0,20260907
synthetic,B,W1,5.0,0.02,0.0,1,2.220338715144421,3527.55237994083,OK_CONDITIONAL,704.510475988166,2.0,False,0.00017889999435283244,1.0,20260907
synthetic,F,W1,5.0,0.02,0.0,1,2.220338715144421,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.0001866999955382198,1.0,20260907
synthetic,P,W1,5.0,0.02,0.0,1,2.220338715144421,,BOUNDARY_SOLUTION,,2.0,False,0.02243280000402592,1.0,20260907
synthetic,B,W1,5.0,0.02,0.0,2,3.7490975321328794,3799.8365183337196,OK_CONDITIONAL,758.9673036667439,2.0,False,0.0001990000018849969,1.0,20260907
synthetic,F,W1,5.0,0.02,0.0,2,3.7490975321328794,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00016429999959655106,1.0,20260907
synthetic,P,W1,5.0,0.02,0.0,2,3.7490975321328794,,BOUNDARY_SOLUTION,,2.0,False,0.022466499998699874,1.0,20260907
synthetic,B,W1,5.0,0.02,0.1,1,0.08287291224538355,3320.1536424681694,OK_CONDITIONAL,663.0307284936339,2.0,False,0.0001564999984111637,1.0,20260907
synthetic,F,W1,5.0,0.02,0.1,1,0.08287291224538355,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00017649997607804835,1.0,20260907
synthetic,P,W1,5.0,0.02,0.1,1,0.08287291224538355,,BOUNDARY_SOLUTION,,2.0,False,0.02232459999504499,1.0,20260907
synthetic,B,W1,5.0,0.02,0.1,2,0.745645853255001,2704.5198238067082,OK_CONDITIONAL,539.9039647613416,2.0,False,0.00016150000737980008,1.0,20260907
synthetic,F,W1,5.0,0.02,0.1,2,0.745645853255001,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00017210000078193843,1.0,20260907
synthetic,P,W1,5.0,0.02,0.1,2,0.745645853255001,,BOUNDARY_SOLUTION,,2.0,False,0.022797200013883412,1.0,20260907
synthetic,B,W1,5.0,0.05,0.0,1,5.395536795796986,3038.3080928791437,OK_CONDITIONAL,606.6616185758287,2.0,False,0.00016080000204965472,1.0,20260907
synthetic,F,W1,5.0,0.05,0.0,1,5.395536795796986,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00017790001584216952,1.0,20260907
synthetic,P,W1,5.0,0.05,0.0,1,5.395536795796986,,BOUNDARY_SOLUTION,,2.0,False,0.021836200001416728,1.0,20260907
synthetic,B,W1,5.0,0.05,0.0,2,0.916447840049619,3500.818145427238,OK_CONDITIONAL,699.1636290854476,2.0,False,0.00014349998673424125,1.0,20260907
synthetic,F,W1,5.0,0.05,0.0,2,0.916447840049619,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00019039999460801482,1.0,20260907
synthetic,P,W1,5.0,0.05,0.0,2,0.916447840049619,,BOUNDARY_SOLUTION,,2.0,False,0.022100399975897744,1.0,20260907
synthetic,B,W1,5.0,0.05,0.1,1,4.465709885217226,2599.3644319916507,OK_CONDITIONAL,518.8728863983301,2.0,False,0.00014640000881627202,1.0,20260907
synthetic,F,W1,5.0,0.05,0.1,1,4.465709885217226,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00016399999731220305,1.0,20260907
synthetic,P,W1,5.0,0.05,0.1,1,4.465709885217226,,BOUNDARY_SOLUTION,,2.0,False,0.021867300005396828,1.0,20260907
synthetic,B,W1,5.0,0.05,0.1,2,3.607257801749549,3594.273853422297,OK_CONDITIONAL,717.8547706844595,2.0,False,0.00014310001279227436,1.0,20260907
synthetic,F,W1,5.0,0.05,0.1,2,3.607257801749549,10.000901915395268,OK_CONDITIONAL,1.0001803830790537,2.0,True,0.00016349999350495636,1.0,20260907
synthetic,P,W1,5.0,0.05,0.1,2,3.607257801749549,,BOUNDARY_SOLUTION,,2.0,False,0.02211019999231212,1.0,20260907
synthetic,B,W1,10.0,0.0,0.0,1,3.909272709888412,10.447908358776573,OK_CONDITIONAL,0.04479083587765729,1.0,True,0.0001419000036548823,2.0,20260907
synthetic,F,W1,10.0,0.0,0.0,1,3.909272709888412,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.0001700999855529517,2.0,20260907
synthetic,P,W1,10.0,0.0,0.0,1,3.909272709888412,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.022236499993596226,2.0,20260907
synthetic,B,W1,10.0,0.0,0.0,2,5.230358639995872,9.783625049216985,OK_CONDITIONAL,0.021637495078301504,1.0,True,0.00013770000077784061,2.0,20260907
synthetic,F,W1,10.0,0.0,0.0,2,5.230358639995872,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.0001660000125411898,2.0,20260907
synthetic,P,W1,10.0,0.0,0.0,2,5.230358639995872,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.02249499998288229,2.0,20260907
synthetic,B,W1,10.0,0.0,0.1,1,6.033469384719008,10.36938499658709,OK_CONDITIONAL,0.03693849965870903,1.0,True,0.00013780000153928995,2.0,20260907
synthetic,F,W1,10.0,0.0,0.1,1,6.033469384719008,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00016469997353851795,2.0,20260907
synthetic,P,W1,10.0,0.0,0.1,1,6.033469384719008,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.021831799997016788,2.0,20260907
synthetic,B,W1,10.0,0.0,0.1,2,3.5361469520453177,10.727779008414206,OK_CONDITIONAL,0.07277790084142062,1.0,True,0.00013440000475384295,2.0,20260907
synthetic,F,W1,10.0,0.0,0.1,2,3.5361469520453177,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00017439998919144273,2.0,20260907
synthetic,P,W1,10.0,0.0,0.1,2,3.5361469520453177,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.02201659997808747,2.0,20260907
